id,name,latitude,longitude,rating,current_crowd
68,Cafe_68,25.058451,121.552585,4.0,34
69,Cafe_69,25.058169,121.593659,4.6,45
70,Cafe_70,25.056514,121.557446,4.5,21
71,Cafe_71,25.022242,121.583844,3.2,4
72,Cafe_72,25.031076,121.55087,3.7,60
73,Cafe_73,25.03246,121.58194,3.3,16
74,Cafe_74,25.032364,121.523312,3.5,31
75,Cafe_75,25.064237,121.582813,4.2,81
76,Cafe_76,25.026649,121.501289,4.1,30
77,Cafe_77,25.057248,121.523202,3.2,82
78,Cafe_78,25.046975,121.599332,4.1,21
79,Cafe_79,25.095009,121.596479,4.9,4
80,Cafe_80,25.045055,121.503864,4.5,91
81,Cafe_81,25.070036,121.58674,4.5,36
82,Cafe_82,25.041742,121.52539,3.7,38
83,Cafe_83,25.065629,121.576794,4.4,89
84,Cafe_84,25.03843,121.594603,3.1,9
85,Cafe_85,25.051938,121.57456,4.6,56
86,Cafe_86,25.046093,121.505365,4.6,35
87,Cafe_87,25.050358,121.545221,4.3,6
88,Cafe_88,25.033108,121.554806,3.1,93
89,Cafe_89,25.060701,121.515334,3.1,63
90,Cafe_90,25.091294,121.547213,3.3,68
91,Cafe_91,25.048368,121.507371,4.1,82
92,Cafe_92,25.062988,121.538758,4.3,41
93,Cafe_93,25.042776,121.510117,4.2,74
94,Cafe_94,25.059695,121.538634,4.5,56
95,Cafe_95,25.097736,121.576117,3.1,53
96,Cafe_96,25.091361,121.560941,4.5,62
97,Cafe_97,25.034924,121.591913,4.6,20
98,Cafe_98,25.046692,121.563,3.9,50
99,Cafe_99,25.037447,121.504972,4.2,2
100,Cafe_100,25.02961,121.55536,3.2,27
101,Cafe_101,25.047214,121.558026,3.9,70
102,Cafe_102,25.094069,121.561251,4.0,29
103,Cafe_103,25.069381,121.552701,3.2,86
104,Cafe_104,25.034098,121.580748,3.8,87
105,Cafe_105,25.07397,121.54633,3.6,33
106,Cafe_106,25.061563,121.516658,4.4,66
107,Cafe_107,25.039572,121.509506,4.2,83
108,Cafe_108,25.091108,121.544769,4.7,17
109,Cafe_109,25.041499,121.597128,3.7,65
110,Cafe_110,25.080263,121.596539,4.2,48
111,Cafe_111,25.039709,121.558247,3.0,36
112,Cafe_112,25.098811,121.570629,3.2,55
113,Cafe_113,25.078751,121.552903,3.0,27
114,Cafe_114,25.088211,121.529155,3.2,97
115,Cafe_115,25.047299,121.515047,3.3,45
116,Cafe_116,25.093511,121.512335,4.8,99
117,Cafe_117,25.037829,121.537811,3.3,20
118,Cafe_118,25.072237,121.541129,4.6,71
119,Cafe_119,25.042359,121.506208,4.0,96
120,Cafe_120,25.073933,121.517686,3.6,94
121,Cafe_121,25.032406,121.59114,3.9,99
122,Cafe_122,25.069146,121.596496,4.1,52
123,Cafe_123,25.07704,121.507443,3.2,81
124,Cafe_124,25.041678,121.517604,4.0,3
125,Cafe_125,25.049364,121.579317,3.6,84
126,Cafe_126,25.077714,121.570596,4.9,57
127,Cafe_127,25.093938,121.571432,3.7,36
128,Cafe_128,25.043366,121.512103,3.1,85
129,Cafe_129,25.06034,121.568573,3.2,7
130,Cafe_130,25.038456,121.581736,4.5,5
131,Cafe_131,25.020726,121.523752,4.5,84
132,Cafe_132,25.078194,121.506085,3.6,56
133,Cafe_133,25.068859,121.559227,3.8,23
134,Cafe_134,25.077149,121.592064,3.9,94
135,Cafe_135,25.044419,121.56899,3.8,37
136,Cafe_136,25.031258,121.590265,4.8,92
137,Cafe_137,25.030232,121.529762,4.1,4
138,Cafe_138,25.030078,121.542945,4.4,12
139,Cafe_139,25.048121,121.516016,4.3,62
140,Cafe_140,25.054526,121.576952,4.6,41
141,Cafe_141,25.041126,121.566108,3.3,56
142,Cafe_142,25.036125,121.588669,4.5,27
143,Cafe_143,25.065075,121.507144,3.8,90
144,Cafe_144,25.069661,121.531025,4.6,66
145,Cafe_145,25.069044,121.554268,5.0,20
146,Cafe_146,25.087068,121.593457,4.5,54
147,Cafe_147,25.040608,121.547312,3.2,88
148,Cafe_148,25.087888,121.536438,3.4,15
149,Cafe_149,25.079894,121.513284,3.4,80
150,Cafe_150,25.043794,121.59955,3.6,17
151,Cafe_151,25.088237,121.513389,4.1,83
152,Cafe_152,25.031711,121.563726,3.4,54
153,Cafe_153,25.050389,121.525698,3.2,33
154,Cafe_154,25.052352,121.588992,4.3,8
155,Cafe_155,25.097054,121.597569,3.2,23
156,Cafe_156,25.02487,121.551242,4.1,80
157,Cafe_157,25.038376,121.560113,3.7,73
158,Cafe_158,25.06327,121.581619,4.4,81
159,Cafe_159,25.031015,121.562039,4.8,2
160,Cafe_160,25.079117,121.501625,4.4,92
161,Cafe_161,25.079985,121.586973,4.6,58
162,Cafe_162,25.062272,121.574566,3.1,93
163,Cafe_163,25.055292,121.504143,3.3,45
164,Cafe_164,25.061117,121.542663,3.4,83
165,Cafe_165,25.093724,121.595972,4.3,66
166,Cafe_166,25.050525,121.568192,3.3,14
167,Cafe_167,25.032122,121.596413,4.3,16
168,Cafe_168,25.097368,121.553053,3.1,70
169,Cafe_169,25.065672,121.579986,3.2,64
170,Cafe_170,25.028157,121.521868,4.7,61
171,Cafe_171,25.089434,121.53964,4.1,48
172,Cafe_172,25.021512,121.524326,3.0,53
173,Cafe_173,25.026064,121.574161,4.1,38
174,Cafe_174,25.052542,121.591649,4.2,43
175,Cafe_175,25.020612,121.546056,3.1,80
176,Cafe_176,25.038641,121.513192,4.1,87
177,Cafe_177,25.037215,121.531901,3.4,3
178,Cafe_178,25.055246,121.50253,3.4,84
179,Cafe_179,25.076065,121.527005,4.5,10
180,Cafe_180,25.094967,121.535626,3.8,70
181,Cafe_181,25.025063,121.538637,3.9,31
182,Cafe_182,25.026326,121.542264,3.9,15
183,Cafe_183,25.08588,121.550511,4.1,31
184,Cafe_184,25.057902,121.541694,5.0,75
185,Cafe_185,25.09887,121.526461,3.9,63
186,Cafe_186,25.086021,121.523652,3.5,38
187,Cafe_187,25.082013,121.512116,4.2,6
188,Cafe_188,25.075981,121.501288,3.6,49
189,Cafe_189,25.04753,121.519204,4.1,90
190,Cafe_190,25.083459,121.566483,3.1,73
191,Cafe_191,25.074175,121.599892,4.9,71
192,Cafe_192,25.079164,121.55703,4.7,78
193,Cafe_193,25.052403,121.501931,3.7,25
194,Cafe_194,25.070163,121.559451,3.8,1
195,Cafe_195,25.043731,121.561697,3.0,9
196,Cafe_196,25.090283,121.591965,4.8,72
197,Cafe_197,25.043718,121.594076,3.6,48
198,Cafe_198,25.084705,121.599728,4.4,94
199,Cafe_199,25.051102,121.53884,3.1,2
200,Cafe_200,25.063328,121.593038,4.2,28
201,Cafe_201,25.032711,121.560482,4.3,93
202,Cafe_202,25.075057,121.586923,4.9,29
203,Cafe_203,25.046727,121.583647,4.8,59
204,Cafe_204,25.069511,121.551458,3.5,7
205,Cafe_205,25.09711,121.532325,4.3,80
206,Cafe_206,25.0347,121.563435,4.7,48
207,Cafe_207,25.067944,121.59403,3.3,65
208,Cafe_208,25.067251,121.579733,3.3,100
209,Cafe_209,25.083641,121.543008,3.3,68
210,Cafe_210,25.037355,121.55502,4.8,71
211,Cafe_211,25.069128,121.596622,4.1,67
212,Cafe_212,25.050084,121.504134,3.6,22
213,Cafe_213,25.093548,121.554246,4.5,1
214,Cafe_214,25.020997,121.594891,3.4,40
215,Cafe_215,25.095971,121.522538,4.4,75
216,Cafe_216,25.066064,121.503458,4.7,91
217,Cafe_217,25.021958,121.54395,4.2,81
218,Cafe_218,25.022059,121.500354,3.6,46
219,Cafe_219,25.033716,121.58952,3.4,49
220,Cafe_220,25.034291,121.536582,4.8,38
221,Cafe_221,25.078946,121.518167,4.7,92
222,Cafe_222,25.045917,121.506279,3.7,65
223,Cafe_223,25.058301,121.574017,4.9,73
224,Cafe_224,25.047626,121.504366,3.3,66
225,Cafe_225,25.068532,121.547688,4.1,96
226,Cafe_226,25.068225,121.546114,4.5,12
227,Cafe_227,25.080361,121.507431,3.2,81
228,Cafe_228,25.031421,121.515357,4.6,73
229,Cafe_229,25.035448,121.558394,4.0,70
230,Cafe_230,25.031439,121.552933,3.5,12
231,Cafe_231,25.050978,121.555908,5.0,74
232,Cafe_232,25.087463,121.567405,4.1,23
233,Cafe_233,25.02817,121.571989,3.2,96
234,Cafe_234,25.051571,121.541393,4.2,18
235,Cafe_235,25.044101,121.512351,3.1,86
236,Cafe_236,25.067597,121.561996,4.9,22
237,Cafe_237,25.054026,121.503567,4.9,12
238,Cafe_238,25.023817,121.505723,4.5,76
239,Cafe_239,25.065353,121.534876,5.0,69
240,Cafe_240,25.039828,121.540014,3.6,93
241,Cafe_241,25.080312,121.590571,3.4,43
242,Cafe_242,25.070461,121.598763,3.9,46
243,Cafe_243,25.071668,121.591306,3.8,23
244,Cafe_244,25.039149,121.583899,3.0,20
245,Cafe_245,25.047786,121.529676,3.8,21
246,Cafe_246,25.0253,121.537616,4.5,81
247,Cafe_247,25.052904,121.592943,4.7,96
248,Cafe_248,25.073902,121.567764,3.9,31
249,Cafe_249,25.065169,121.507126,3.2,97
250,Cafe_250,25.035863,121.526297,4.2,22
251,Cafe_251,25.091167,121.576291,4.4,32
252,Cafe_252,25.094319,121.58546,3.2,67
253,Cafe_253,25.058936,121.583392,4.9,32
254,Cafe_254,25.084249,121.520725,4.7,14
255,Cafe_255,25.0229,121.57785,3.2,10
256,Cafe_256,25.052739,121.551509,4.7,52
257,Cafe_257,25.09827,121.510172,3.7,28
258,Cafe_258,25.054278,121.548505,4.0,77
259,Cafe_259,25.080737,121.537598,3.6,88
260,Cafe_260,25.069511,121.553161,3.0,36
261,Cafe_261,25.078634,121.567998,3.8,45
262,Cafe_262,25.089618,121.581008,4.4,97
263,Cafe_263,25.030226,121.527459,3.1,5
264,Cafe_264,25.041937,121.564957,4.1,45
265,Cafe_265,25.048143,121.551685,4.0,27
266,Cafe_266,25.069955,121.521413,4.5,7
267,Cafe_267,25.091467,121.547417,4.3,77
268,Cafe_268,25.082407,121.578571,3.3,41
269,Cafe_269,25.034586,121.57944,3.8,55
270,Cafe_270,25.025936,121.516882,4.7,9
271,Cafe_271,25.071581,121.569603,3.8,23
272,Cafe_272,25.036451,121.580618,4.9,65
273,Cafe_273,25.037119,121.542037,3.5,28
274,Cafe_274,25.077356,121.546028,3.9,77
275,Cafe_275,25.030866,121.503897,3.2,98
276,Cafe_276,25.066637,121.55994,4.3,73
277,Cafe_277,25.025969,121.550771,4.1,16
278,Cafe_278,25.080901,121.515251,3.3,2
279,Cafe_279,25.093084,121.514135,4.8,21
280,Cafe_280,25.065354,121.529191,3.5,73
281,Cafe_281,25.058672,121.545495,4.0,14
282,Cafe_282,25.027019,121.52236,3.5,89
283,Cafe_283,25.052379,121.522938,4.6,48
284,Cafe_284,25.07434,121.564096,3.0,51
285,Cafe_285,25.039192,121.558324,4.9,11
286,Cafe_286,25.098662,121.559432,3.3,5
287,Cafe_287,25.045415,121.514935,4.7,32
288,Cafe_288,25.025042,121.507719,3.9,1
289,Cafe_289,25.036204,121.582108,4.5,47
290,Cafe_290,25.078283,121.557798,4.4,38
291,Cafe_291,25.03042,121.560166,4.7,90
292,Cafe_292,25.036244,121.558894,4.1,14
293,Cafe_293,25.073947,121.585254,4.8,45
294,Cafe_294,25.097282,121.571821,3.7,42
295,Cafe_295,25.045655,121.558575,4.4,23
296,Cafe_296,25.052414,121.517019,3.6,13
297,Cafe_297,25.065566,121.540589,3.6,68
298,Cafe_298,25.034748,121.569269,4.6,62
299,Cafe_299,25.034933,121.50604,3.5,72
300,Cafe_300,25.062199,121.550485,4.2,16
301,Cafe_301,25.057116,121.505759,3.9,55
302,Cafe_302,25.030547,121.519132,4.8,11
303,Cafe_303,25.047027,121.510528,4.1,58
304,Cafe_304,25.037464,121.502927,3.0,14
305,Cafe_305,25.07252,121.509826,3.4,10
306,Cafe_306,25.081469,121.580111,4.2,8
307,Cafe_307,25.061363,121.557168,4.5,15
308,Cafe_308,25.063025,121.58671,3.6,94
309,Cafe_309,25.082648,121.572617,4.2,68
310,Cafe_310,25.08724,121.594216,3.9,33
311,Cafe_311,25.090429,121.558175,4.4,33
312,Cafe_312,25.047598,121.532255,4.4,7
313,Cafe_313,25.03895,121.501714,3.6,71
314,Cafe_314,25.038225,121.524869,4.7,24
315,Cafe_315,25.096741,121.536836,4.0,74
316,Cafe_316,25.0346,121.575525,4.1,20
317,Cafe_317,25.058407,121.570564,3.4,78
318,Cafe_318,25.066517,121.535475,3.2,80
319,Cafe_319,25.029826,121.598183,4.1,92
320,Cafe_320,25.073722,121.500607,4.1,14
321,Cafe_321,25.020035,121.53539,3.1,20
322,Cafe_322,25.057812,121.552149,4.9,50
323,Cafe_323,25.048867,121.513342,4.1,28
324,Cafe_324,25.081932,121.582762,3.5,59
325,Cafe_325,25.034401,121.522783,4.5,22
326,Cafe_326,25.022488,121.585884,4.0,74
327,Cafe_327,25.089707,121.50348,4.9,73
328,Cafe_328,25.068082,121.580152,4.0,95
329,Cafe_329,25.027612,121.572859,3.8,38
330,Cafe_330,25.034099,121.508606,3.6,53
331,Cafe_331,25.020268,121.554572,4.6,30
332,Cafe_332,25.080577,121.594478,4.0,39
333,Cafe_333,25.064305,121.584046,3.4,99
334,Cafe_334,25.064389,121.598684,3.0,47
335,Cafe_335,25.08368,121.548716,4.1,27
336,Cafe_336,25.023699,121.554995,3.2,0
337,Cafe_337,25.081692,121.58075,3.8,2
338,Cafe_338,25.076118,121.55978,3.1,60
339,Cafe_339,25.088579,121.504432,3.7,82
340,Cafe_340,25.030988,121.563644,4.3,57
341,Cafe_341,25.059137,121.565302,3.7,81
342,Cafe_342,25.056775,121.598499,3.9,69
343,Cafe_343,25.062557,121.524685,4.9,49
344,Cafe_344,25.095759,121.581504,3.3,64
345,Cafe_345,25.095355,121.533102,3.5,58
346,Cafe_346,25.062684,121.506387,3.5,72
347,Cafe_347,25.074013,121.521016,3.7,63
348,Cafe_348,25.053231,121.556935,4.0,42
349,Cafe_349,25.05811,121.529039,3.8,25
350,Cafe_350,25.030554,121.512967,4.6,54
351,Cafe_351,25.042571,121.542952,4.2,64
352,Cafe_352,25.059727,121.566888,3.2,76
353,Cafe_353,25.075314,121.576988,3.4,67
354,Cafe_354,25.049988,121.526654,4.0,23
355,Cafe_355,25.041514,121.582086,3.9,46
356,Cafe_356,25.099042,121.527857,3.2,42
357,Cafe_357,25.084552,121.582569,4.9,13
358,Cafe_358,25.087226,121.539589,3.9,55
359,Cafe_359,25.080967,121.513332,3.7,3
360,Cafe_360,25.071955,121.570578,3.0,53
361,Cafe_361,25.085599,121.599403,4.1,78
362,Cafe_362,25.0483,121.532498,3.5,76
363,Cafe_363,25.065789,121.540132,4.6,44
364,Cafe_364,25.076874,121.522021,3.6,64
365,Cafe_365,25.065833,121.51963,4.7,31
366,Cafe_366,25.097648,121.509887,5.0,0
367,Cafe_367,25.056568,121.531059,4.6,34
368,Cafe_368,25.03538,121.508725,4.6,70
369,Cafe_369,25.082619,121.576565,3.1,29
370,Cafe_370,25.089807,121.590623,4.9,92
371,Cafe_371,25.086835,121.540184,3.3,8
372,Cafe_372,25.039185,121.533023,4.5,69
373,Cafe_373,25.035398,121.506696,3.2,42
374,Cafe_374,25.055633,121.569321,3.5,2
375,Cafe_375,25.068355,121.554745,3.9,72
376,Cafe_376,25.024458,121.55738,4.2,44
377,Cafe_377,25.07779,121.556599,4.9,74
378,Cafe_378,25.07491,121.524311,4.6,93
379,Cafe_379,25.055525,121.545692,4.5,10
380,Cafe_380,25.093691,121.550872,3.3,34
381,Cafe_381,25.023446,121.597844,3.6,87
382,Cafe_382,25.066507,121.51109,4.1,36
383,Cafe_383,25.094522,121.570801,3.5,82
384,Cafe_384,25.089458,121.540006,4.8,61
385,Cafe_385,25.070898,121.571199,4.6,51
386,Cafe_386,25.063434,121.534611,3.5,92
387,Cafe_387,25.089151,121.569095,4.0,99
388,Cafe_388,25.069295,121.555444,3.3,98
389,Cafe_389,25.073192,121.520935,4.9,63
390,Cafe_390,25.04906,121.527582,4.8,90
391,Cafe_391,25.086744,121.556682,3.3,11
392,Cafe_392,25.043733,121.535373,3.6,79
393,Cafe_393,25.052313,121.541431,4.1,3
394,Cafe_394,25.060837,121.500978,4.3,39
395,Cafe_395,25.032451,121.559108,3.6,4
396,Cafe_396,25.080246,121.53648,3.5,2
397,Cafe_397,25.052825,121.514988,3.5,56
398,Cafe_398,25.064826,121.535854,3.4,96
399,Cafe_399,25.095439,121.532584,3.4,66
400,Cafe_400,25.056476,121.514401,3.8,63
401,Cafe_401,25.091056,121.57414,5.0,94
402,Cafe_402,25.034262,121.523981,3.3,32
403,Cafe_403,25.086472,121.521315,3.8,12
404,Cafe_404,25.038527,121.542815,3.8,77
405,Cafe_405,25.076075,121.547245,3.5,51
406,Cafe_406,25.054073,121.54786,4.5,57
407,Cafe_407,25.077093,121.531068,4.3,4
408,Cafe_408,25.091377,121.519402,4.3,40
409,Cafe_409,25.024941,121.557093,4.2,64
410,Cafe_410,25.026033,121.568392,4.2,55
411,Cafe_411,25.086575,121.528599,4.3,22
412,Cafe_412,25.092916,121.566514,3.1,81
413,Cafe_413,25.029211,121.587013,4.5,37
414,Cafe_414,25.092921,121.592616,5.0,8
415,Cafe_415,25.070597,121.516324,4.3,85
416,Cafe_416,25.071044,121.556518,3.4,24
417,Cafe_417,25.079331,121.596553,4.5,98
418,Cafe_418,25.049029,121.571165,3.5,24
419,Cafe_419,25.071686,121.516224,4.1,92
420,Cafe_420,25.056017,121.510242,4.3,1
421,Cafe_421,25.070925,121.570844,4.1,61
422,Cafe_422,25.053712,121.585702,3.9,0
423,Cafe_423,25.047615,121.554353,3.2,60
424,Cafe_424,25.037536,121.562937,4.1,92
425,Cafe_425,25.075745,121.514602,3.9,43
426,Cafe_426,25.095433,121.536385,3.0,53
427,Cafe_427,25.074518,121.530321,3.2,92
428,Cafe_428,25.061572,121.57682,4.0,34
429,Cafe_429,25.041307,121.594114,3.8,40
430,Cafe_430,25.079918,121.556937,4.6,42
431,Cafe_431,25.081256,121.54048,4.5,27
432,Cafe_432,25.08564,121.55522,4.2,59
433,Cafe_433,25.048973,121.583707,4.1,74
434,Cafe_434,25.065661,121.581799,4.2,74
435,Cafe_435,25.040882,121.518716,4.9,82
436,Cafe_436,25.02101,121.56621,4.7,10
437,Cafe_437,25.097455,121.56659,4.7,77
438,Cafe_438,25.061284,121.528253,4.6,65
439,Cafe_439,25.088108,121.571514,4.8,66
440,Cafe_440,25.07293,121.568733,4.4,66
441,Cafe_441,25.02416,121.546652,4.6,83
442,Cafe_442,25.040946,121.519578,3.5,8
443,Cafe_443,25.027705,121.501651,3.4,49
444,Cafe_444,25.083106,121.571323,3.6,55
445,Cafe_445,25.039302,121.533027,4.0,28
446,Cafe_446,25.075989,121.513013,3.1,44
447,Cafe_447,25.023906,121.519771,3.2,25
448,Cafe_448,25.061588,121.519574,4.7,87
449,Cafe_449,25.05437,121.578037,3.5,8
450,Cafe_450,25.023817,121.531324,4.4,52
451,Cafe_451,25.095923,121.540341,3.5,25
452,Cafe_452,25.071716,121.59396,4.7,6
453,Cafe_453,25.047551,121.526499,4.3,2
454,Cafe_454,25.064544,121.541281,4.4,17
455,Cafe_455,25.042877,121.559756,4.4,36
456,Cafe_456,25.073317,121.504604,4.1,11
457,Cafe_457,25.092964,121.524392,3.1,31
458,Cafe_458,25.028714,121.52831,4.8,41
459,Cafe_459,25.02645,121.594092,3.7,55
460,Cafe_460,25.09823,121.56136,4.7,9
461,Cafe_461,25.082147,121.525512,4.7,28
462,Cafe_462,25.025498,121.546326,3.6,12
463,Cafe_463,25.084944,121.53732,4.4,9
464,Cafe_464,25.082163,121.510339,4.1,5
465,Cafe_465,25.093106,121.551562,4.4,58
466,Cafe_466,25.061103,121.579686,5.0,64
467,Cafe_467,25.04351,121.544466,4.5,29
468,Cafe_468,25.056055,121.569265,4.6,36
469,Cafe_469,25.070609,121.55966,3.5,79
470,Cafe_470,25.060989,121.550888,4.4,22
471,Cafe_471,25.068153,121.586225,4.7,40
472,Cafe_472,25.090109,121.557252,4.8,26
473,Cafe_473,25.098653,121.573932,3.7,30
474,Cafe_474,25.043591,121.584832,3.1,2
475,Cafe_475,25.075037,121.511891,4.2,73
476,Cafe_476,25.065673,121.52245,4.8,16
477,Cafe_477,25.045588,121.522994,4.0,56
478,Cafe_478,25.049126,121.534024,4.4,27
479,Cafe_479,25.064375,121.57396,4.3,64
480,Cafe_480,25.090179,121.521864,3.5,8
481,Cafe_481,25.063301,121.555799,3.3,59
482,Cafe_482,25.092357,121.592525,3.2,20
483,Cafe_483,25.059732,121.513379,5.0,50
484,Cafe_484,25.095618,121.553307,4.8,51
485,Cafe_485,25.077473,121.562839,4.0,31
486,Cafe_486,25.062239,121.551388,4.4,69
487,Cafe_487,25.049744,121.548554,3.6,71
488,Cafe_488,25.047257,121.514756,4.4,31
489,Cafe_489,25.05203,121.527793,4.2,15
490,Cafe_490,25.066778,121.533814,3.4,24
491,Cafe_491,25.098606,121.572218,4.9,37
492,Cafe_492,25.090151,121.579156,4.5,90
493,Cafe_493,25.021605,121.51048,4.7,4
494,Cafe_494,25.033997,121.540673,3.7,15
495,Cafe_495,25.079471,121.509281,4.4,48
496,Cafe_496,25.054106,121.541089,3.9,66
497,Cafe_497,25.069575,121.588731,4.0,23
498,Cafe_498,25.020332,121.555882,3.4,44
499,Cafe_499,25.050899,121.570062,4.6,95
500,Cafe_500,25.053721,121.500326,4.6,87
501,Cafe_501,25.072546,121.545751,4.2,19
502,Cafe_502,25.031303,121.507692,3.1,9
503,Cafe_503,25.053413,121.572384,3.6,21
504,Cafe_504,25.036171,121.594188,4.3,58
505,Cafe_505,25.085574,121.52615,3.5,95
506,Cafe_506,25.029,121.546899,3.0,3
507,Cafe_507,25.057833,121.568244,3.6,19
508,Cafe_508,25.08502,121.571311,3.8,41
509,Cafe_509,25.084586,121.570426,4.3,21
510,Cafe_510,25.06705,121.51027,3.8,93
511,Cafe_511,25.073444,121.542442,4.8,21
512,Cafe_512,25.082445,121.555731,3.6,21
513,Cafe_513,25.038458,121.529624,3.5,85
514,Cafe_514,25.047601,121.549216,5.0,86
515,Cafe_515,25.058482,121.548886,3.3,16
516,Cafe_516,25.028705,121.545114,3.2,52
517,Cafe_517,25.069801,121.504118,4.8,43
518,Cafe_518,25.020835,121.519145,4.6,40
519,Cafe_519,25.041337,121.541146,4.7,69
520,Cafe_520,25.094647,121.563499,4.5,42
521,Cafe_521,25.033444,121.551372,4.7,37
522,Cafe_522,25.098958,121.517002,3.1,99
523,Cafe_523,25.079854,121.553613,4.2,7
524,Cafe_524,25.070929,121.561442,3.3,97
525,Cafe_525,25.02627,121.502585,3.4,24
526,Cafe_526,25.075443,121.575925,3.6,0
527,Cafe_527,25.032859,121.587672,4.5,10
528,Cafe_528,25.086153,121.535895,3.5,9
529,Cafe_529,25.058149,121.573573,3.8,45
530,Cafe_530,25.036703,121.535474,5.0,81
531,Cafe_531,25.04825,121.528668,3.3,12
532,Cafe_532,25.049154,121.503245,3.6,75
533,Cafe_533,25.098727,121.58739,3.0,52
534,Cafe_534,25.089158,121.54593,3.1,32
535,Cafe_535,25.070322,121.577812,3.1,21
536,Cafe_536,25.063095,121.501958,4.5,99
537,Cafe_537,25.057421,121.51846,3.9,72
538,Cafe_538,25.034883,121.5717,4.1,66
539,Cafe_539,25.070481,121.529517,4.4,11
540,Cafe_540,25.066365,121.588341,4.8,7
541,Cafe_541,25.089063,121.595654,4.9,97
542,Cafe_542,25.039844,121.522141,3.1,94
543,Cafe_543,25.062475,121.52886,3.3,1
544,Cafe_544,25.054833,121.508858,4.5,25
545,Cafe_545,25.096606,121.596811,3.7,100
546,Cafe_546,25.023935,121.569456,4.2,38
547,Cafe_547,25.079108,121.503887,4.0,40
548,Cafe_548,25.051546,121.52154,3.3,21
549,Cafe_549,25.039103,121.55998,4.8,36
550,Cafe_550,25.057132,121.526275,4.2,53
551,Cafe_551,25.053547,121.580918,4.1,3
552,Cafe_552,25.079215,121.534231,4.1,80
553,Cafe_553,25.079762,121.562095,4.7,67
554,Cafe_554,25.097701,121.589839,3.4,75
555,Cafe_555,25.049817,121.524706,4.9,14
556,Cafe_556,25.099425,121.523061,3.5,69
557,Cafe_557,25.032779,121.525516,5.0,53
