id,name,latitude,longitude,rating,price_level,current_crowd
61,Cafe_61,25.051732,121.53271,3.5,5,44
62,Cafe_62,25.056679,121.52691,3.0,1,23
63,Cafe_63,25.086826,121.519644,4.0,4,38
64,Cafe_64,25.097403,121.541719,3.3,4,5
65,Cafe_65,25.092175,121.544634,3.8,5,66
66,Cafe_66,25.076258,121.520499,4.9,5,71
67,Cafe_67,25.035333,121.530997,3.3,4,91
68,Cafe_68,25.081601,121.574494,4.6,2,90
69,Cafe_69,25.075383,121.557525,3.9,4,0
70,Cafe_70,25.032429,121.552101,3.1,4,0
71,Cafe_71,25.040678,121.566945,3.7,2,40
72,Cafe_72,25.095647,121.576566,4.5,3,62
73,Cafe_73,25.043555,121.556163,3.7,3,17
74,Cafe_74,25.021479,121.529118,4.7,1,92
75,Cafe_75,25.059851,121.521751,3.3,2,19
76,Cafe_76,25.037699,121.593065,3.8,4,39
77,Cafe_77,25.05029,121.534221,3.0,3,95
78,Cafe_78,25.074394,121.515761,3.6,3,57
79,Cafe_79,25.099271,121.536798,3.6,1,76
80,Cafe_80,25.05623,121.539636,4.0,4,12
81,Cafe_81,25.032639,121.546524,3.7,3,6
82,Cafe_82,25.094549,121.52125,4.0,1,49
83,Cafe_83,25.097804,121.51863,4.6,2,49
84,Cafe_84,25.022688,121.537851,4.6,2,45
85,Cafe_85,25.051394,121.513072,4.1,5,95
86,Cafe_86,25.070613,121.590782,3.0,5,74
87,Cafe_87,25.046989,121.588774,4.0,4,18
88,Cafe_88,25.099442,121.55292,3.5,5,85
89,Cafe_89,25.044639,121.511185,3.7,3,92
90,Cafe_90,25.070612,121.529861,3.6,5,23
91,Cafe_91,25.054711,121.533749,4.3,1,34
92,Cafe_92,25.024957,121.532666,4.8,1,79
93,Cafe_93,25.09825,121.553614,3.8,1,76
94,Cafe_94,25.041594,121.572234,3.8,5,78
95,Cafe_95,25.062818,121.507675,4.8,1,46
96,Cafe_96,25.055691,121.503237,3.8,4,49
97,Cafe_97,25.036044,121.560197,3.6,5,8
98,Cafe_98,25.068104,121.501008,3.6,5,8
99,Cafe_99,25.080642,121.514306,4.2,1,21
100,Cafe_100,25.083385,121.585139,3.6,3,78
101,Cafe_101,25.080911,121.556793,3.8,2,21
102,Cafe_102,25.057954,121.521429,3.2,2,80
103,Cafe_103,25.020167,121.5009,3.4,3,99
104,Cafe_104,25.04317,121.507487,4.2,1,14
105,Cafe_105,25.077626,121.504809,4.8,2,38
106,Cafe_106,25.081624,121.542303,4.9,2,26
107,Cafe_107,25.051086,121.545423,3.0,2,30
108,Cafe_108,25.076524,121.559056,4.0,5,93
109,Cafe_109,25.090696,121.553374,3.0,3,9
110,Cafe_110,25.024024,121.536563,4.5,1,37
111,Cafe_111,25.087507,121.554508,4.8,4,57
112,Cafe_112,25.095194,121.53306,4.7,5,13
113,Cafe_113,25.061198,121.501808,3.4,5,97
114,Cafe_114,25.027204,121.543806,3.9,3,52
115,Cafe_115,25.090841,121.580145,3.6,4,87
116,Cafe_116,25.021274,121.545372,4.0,1,34
117,Cafe_117,25.023678,121.555004,3.8,5,67
118,Cafe_118,25.0855,121.516567,4.6,1,91
119,Cafe_119,25.035136,121.525017,3.9,3,64
120,Cafe_120,25.079905,121.557197,4.6,4,60
121,Cafe_121,25.056566,121.528196,3.3,3,65
122,Cafe_122,25.0701,121.56712,3.5,1,57
123,Cafe_123,25.064694,121.583364,4.2,2,45
124,Cafe_124,25.069906,121.586046,3.6,5,32
125,Cafe_125,25.098299,121.511764,3.8,1,4
126,Cafe_126,25.082763,121.587296,3.7,2,91
127,Cafe_127,25.066469,121.578168,4.3,4,77
128,Cafe_128,25.025175,121.531301,3.4,4,34
129,Cafe_129,25.093464,121.53761,4.3,1,6
130,Cafe_130,25.099739,121.571776,3.6,2,39
131,Cafe_131,25.095771,121.551628,3.5,2,21
132,Cafe_132,25.051737,121.575459,4.8,2,91
133,Cafe_133,25.087284,121.564315,3.3,5,70
134,Cafe_134,25.029555,121.533714,4.0,2,52
135,Cafe_135,25.08232,121.536938,3.9,3,77
136,Cafe_136,25.069669,121.569845,3.0,1,88
137,Cafe_137,25.092157,121.523087,3.7,5,71
138,Cafe_138,25.022132,121.584583,3.8,4,34
139,Cafe_139,25.048754,121.501161,4.0,4,74
140,Cafe_140,25.062524,121.516751,3.8,2,95
141,Cafe_141,25.059387,121.551402,4.7,3,45
142,Cafe_142,25.059485,121.546601,4.1,2,100
143,Cafe_143,25.073739,121.598887,4.0,3,52
144,Cafe_144,25.070882,121.529209,3.7,5,29
145,Cafe_145,25.036839,121.590868,3.1,5,94
146,Cafe_146,25.043459,121.542678,4.4,1,47
147,Cafe_147,25.091022,121.556236,4.6,4,55
148,Cafe_148,25.04491,121.566676,4.9,2,30
149,Cafe_149,25.085105,121.579093,4.9,4,93
150,Cafe_150,25.042095,121.50798,3.3,5,16
151,Cafe_151,25.092665,121.516524,4.8,5,42
152,Cafe_152,25.088537,121.552295,3.1,5,15
153,Cafe_153,25.068214,121.563635,4.4,1,49
154,Cafe_154,25.044845,121.558368,4.8,5,91
155,Cafe_155,25.058307,121.582009,4.8,4,7
156,Cafe_156,25.056089,121.569384,4.6,1,33
157,Cafe_157,25.045703,121.55544,4.2,3,72
158,Cafe_158,25.07545,121.579858,3.6,1,96
159,Cafe_159,25.028932,121.554598,4.8,3,41
160,Cafe_160,25.054461,121.571679,3.7,2,30
161,Cafe_161,25.08885,121.529264,4.1,1,44
162,Cafe_162,25.035498,121.574604,3.5,1,24
163,Cafe_163,25.064184,121.506432,4.5,1,7
164,Cafe_164,25.075101,121.536005,4.4,2,60
165,Cafe_165,25.069559,121.57381,4.6,5,14
166,Cafe_166,25.032821,121.522043,5.0,4,12
167,Cafe_167,25.020307,121.580232,3.6,1,49
168,Cafe_168,25.094801,121.57151,3.6,1,32
169,Cafe_169,25.060548,121.534577,3.3,4,30
170,Cafe_170,25.038192,121.598094,3.6,5,5
171,Cafe_171,25.080519,121.561646,4.2,1,79
172,Cafe_172,25.05528,121.566519,4.9,4,86
173,Cafe_173,25.080105,121.528962,3.7,5,71
174,Cafe_174,25.0971,121.569838,4.8,1,100
175,Cafe_175,25.033964,121.584104,3.5,5,80
176,Cafe_176,25.032434,121.558338,4.7,1,68
177,Cafe_177,25.065379,121.587198,3.5,3,89
178,Cafe_178,25.039974,121.583458,4.9,4,81
179,Cafe_179,25.063998,121.514516,3.4,4,11
180,Cafe_180,25.053865,121.516849,4.6,3,86
181,Cafe_181,25.075743,121.58673,4.0,1,0
182,Cafe_182,25.079789,121.518969,3.7,4,91
183,Cafe_183,25.048733,121.550752,4.4,5,38
184,Cafe_184,25.084312,121.530672,3.9,1,28
185,Cafe_185,25.03778,121.543706,4.0,3,31
186,Cafe_186,25.073865,121.57434,4.0,4,85
187,Cafe_187,25.089944,121.504197,4.7,5,11
188,Cafe_188,25.022246,121.567031,3.9,2,80
189,Cafe_189,25.020403,121.584887,3.7,5,39
190,Cafe_190,25.077069,121.524733,4.6,2,90
191,Cafe_191,25.055338,121.557024,4.6,3,74
192,Cafe_192,25.080632,121.556817,4.1,5,37
193,Cafe_193,25.04369,121.554469,3.7,5,27
194,Cafe_194,25.054454,121.548602,4.6,2,75
195,Cafe_195,25.070471,121.528752,4.0,5,99
196,Cafe_196,25.029139,121.501521,3.5,4,70
197,Cafe_197,25.024941,121.519491,3.6,4,92
198,Cafe_198,25.026791,121.56423,3.5,4,52
199,Cafe_199,25.086719,121.555477,4.1,4,21
200,Cafe_200,25.043641,121.594924,4.6,1,46
201,Cafe_201,25.031269,121.549685,3.1,3,79
202,Cafe_202,25.026348,121.530094,3.2,3,89
203,Cafe_203,25.045775,121.535197,4.2,5,0
204,Cafe_204,25.097018,121.507574,4.8,3,55
205,Cafe_205,25.076797,121.558989,3.5,3,23
206,Cafe_206,25.099965,121.594555,3.1,5,2
207,Cafe_207,25.084907,121.508818,4.2,4,39
208,Cafe_208,25.082767,121.570488,4.3,5,59
209,Cafe_209,25.099073,121.557473,3.1,4,36
210,Cafe_210,25.067745,121.50038,3.7,5,64
211,Cafe_211,25.038504,121.579462,3.3,5,95
212,Cafe_212,25.046567,121.58688,4.2,2,77
213,Cafe_213,25.042878,121.505359,4.3,1,95
214,Cafe_214,25.06616,121.535054,3.4,3,74
215,Cafe_215,25.070696,121.510452,3.2,3,68
216,Cafe_216,25.089893,121.572018,4.4,4,22
217,Cafe_217,25.061626,121.531343,4.8,1,63
218,Cafe_218,25.039316,121.501346,4.1,1,14
219,Cafe_219,25.026753,121.572976,4.2,2,84
220,Cafe_220,25.031535,121.567097,4.9,1,47
221,Cafe_221,25.08212,121.518638,3.3,1,73
222,Cafe_222,25.083387,121.510126,3.5,3,98
223,Cafe_223,25.034706,121.589976,3.2,2,44
224,Cafe_224,25.048144,121.562442,3.9,4,53
225,Cafe_225,25.063153,121.53973,3.8,5,31
226,Cafe_226,25.090582,121.539502,4.4,5,93
227,Cafe_227,25.096734,121.504752,4.5,5,90
228,Cafe_228,25.088069,121.506805,4.4,3,99
229,Cafe_229,25.05368,121.521035,4.0,1,80
230,Cafe_230,25.055791,121.551669,4.1,5,8
231,Cafe_231,25.037527,121.510568,4.1,2,65
232,Cafe_232,25.060992,121.542358,3.6,3,12
233,Cafe_233,25.084367,121.54232,4.0,5,4
234,Cafe_234,25.04981,121.50339,3.6,4,12
235,Cafe_235,25.02892,121.545385,4.7,2,95
236,Cafe_236,25.02402,121.577598,4.7,4,30
237,Cafe_237,25.064209,121.57957,4.4,3,2
238,Cafe_238,25.065042,121.570866,4.9,3,51
239,Cafe_239,25.039601,121.527636,4.4,2,74
240,Cafe_240,25.053422,121.570848,4.9,4,81
241,Cafe_241,25.024887,121.577324,3.4,4,9
242,Cafe_242,25.043021,121.536923,4.8,5,99
243,Cafe_243,25.058819,121.516149,3.9,4,71
244,Cafe_244,25.030801,121.542353,4.1,3,35
245,Cafe_245,25.073189,121.587396,3.4,3,95
246,Cafe_246,25.051625,121.588789,4.4,1,73
247,Cafe_247,25.055768,121.528132,3.7,5,26
248,Cafe_248,25.063287,121.52462,4.2,4,27
249,Cafe_249,25.073606,121.540142,3.6,5,45
250,Cafe_250,25.047206,121.577166,4.7,3,46
251,Cafe_251,25.086533,121.536349,3.4,4,36
252,Cafe_252,25.040167,121.56185,3.8,5,81
253,Cafe_253,25.02443,121.531326,4.8,5,9
254,Cafe_254,25.037325,121.59942,3.1,5,50
255,Cafe_255,25.022009,121.577156,3.6,1,78
256,Cafe_256,25.021327,121.524574,4.8,5,66
257,Cafe_257,25.027726,121.502061,4.2,1,64
258,Cafe_258,25.072063,121.570202,3.7,1,22
259,Cafe_259,25.092823,121.578349,4.4,2,42
260,Cafe_260,25.07187,121.544183,4.3,3,69
261,Cafe_261,25.098086,121.597698,3.2,1,50
262,Cafe_262,25.073719,121.571139,4.0,1,58
263,Cafe_263,25.074719,121.513643,5.0,2,73
264,Cafe_264,25.070563,121.528575,3.4,4,78
265,Cafe_265,25.035229,121.517221,4.4,4,89
266,Cafe_266,25.050932,121.581353,4.6,1,31
267,Cafe_267,25.064078,121.514086,3.3,3,98
268,Cafe_268,25.037261,121.500925,3.9,3,68
269,Cafe_269,25.061356,121.543597,3.9,4,71
270,Cafe_270,25.026257,121.57961,4.1,4,12
271,Cafe_271,25.076484,121.588984,4.0,2,76
272,Cafe_272,25.034364,121.579663,3.4,4,39
273,Cafe_273,25.038058,121.586836,3.0,3,2
274,Cafe_274,25.036221,121.500795,3.3,1,42
275,Cafe_275,25.05658,121.541224,3.1,4,52
276,Cafe_276,25.036625,121.565197,4.5,2,1
277,Cafe_277,25.061995,121.574602,4.0,4,44
278,Cafe_278,25.038166,121.525257,3.8,4,9
279,Cafe_279,25.056147,121.515074,4.8,1,98
280,Cafe_280,25.069602,121.581119,3.9,5,54
281,Cafe_281,25.075543,121.558746,4.6,1,41
282,Cafe_282,25.092669,121.543861,4.9,3,38
283,Cafe_283,25.040155,121.560582,4.6,1,18
284,Cafe_284,25.06948,121.548621,3.1,3,55
285,Cafe_285,25.045242,121.545661,3.9,3,41
286,Cafe_286,25.086851,121.578798,4.5,1,63
287,Cafe_287,25.070178,121.530642,3.0,1,97
288,Cafe_288,25.074493,121.500202,4.1,5,25
289,Cafe_289,25.04403,121.570082,4.9,5,77
290,Cafe_290,25.058546,121.512254,3.8,4,34
291,Cafe_291,25.0478,121.564096,4.7,1,5
292,Cafe_292,25.053705,121.549148,3.5,3,81
293,Cafe_293,25.054807,121.534194,5.0,3,61
294,Cafe_294,25.060928,121.584483,3.9,4,47
295,Cafe_295,25.082214,121.521426,4.7,5,43
296,Cafe_296,25.056498,121.57582,3.4,4,0
297,Cafe_297,25.089681,121.516649,4.5,2,99
298,Cafe_298,25.097669,121.582384,3.7,3,62
299,Cafe_299,25.045915,121.551035,4.7,5,63
300,Cafe_300,25.058727,121.592659,4.7,3,12
301,Cafe_301,25.076781,121.518237,3.2,2,44
302,Cafe_302,25.086507,121.507895,3.3,3,5
303,Cafe_303,25.056226,121.583495,3.3,2,64
304,Cafe_304,25.061515,121.523194,3.4,2,15
305,Cafe_305,25.09222,121.516127,4.0,1,91
306,Cafe_306,25.04374,121.582287,4.0,1,8
307,Cafe_307,25.079225,121.56702,4.5,3,39
308,Cafe_308,25.033315,121.532084,4.8,5,9
309,Cafe_309,25.094934,121.506669,4.0,5,70
310,Cafe_310,25.059756,121.512753,4.2,3,23
311,Cafe_311,25.079043,121.591813,3.2,1,84
312,Cafe_312,25.079013,121.507222,3.9,5,90
313,Cafe_313,25.04293,121.527656,3.8,3,95
314,Cafe_314,25.038399,121.595697,3.1,5,4
315,Cafe_315,25.09296,121.560995,3.7,3,11
316,Cafe_316,25.026259,121.596481,4.8,5,14
317,Cafe_317,25.065997,121.56864,3.0,1,47
318,Cafe_318,25.038447,121.581414,4.4,4,52
319,Cafe_319,25.025311,121.547131,4.3,1,58
320,Cafe_320,25.031696,121.594154,3.1,3,9
321,Cafe_321,25.066536,121.570094,4.3,3,68
322,Cafe_322,25.057744,121.513912,3.8,1,17
323,Cafe_323,25.025896,121.541798,3.2,3,49
324,Cafe_324,25.065987,121.516652,4.7,1,20
325,Cafe_325,25.048583,121.572901,4.5,1,82
326,Cafe_326,25.088653,121.508171,4.1,1,9
327,Cafe_327,25.046171,121.581064,4.5,5,84
328,Cafe_328,25.04464,121.526214,4.2,4,92
329,Cafe_329,25.066515,121.589216,3.6,4,100
330,Cafe_330,25.090686,121.581682,3.1,3,51
331,Cafe_331,25.099128,121.515825,3.5,2,84
332,Cafe_332,25.023724,121.500208,4.4,4,45
333,Cafe_333,25.063629,121.540303,3.9,2,86
334,Cafe_334,25.094432,121.594823,4.6,1,86
335,Cafe_335,25.044983,121.570646,4.7,4,27
336,Cafe_336,25.026719,121.535436,3.4,3,69
337,Cafe_337,25.062703,121.588568,3.7,5,6
338,Cafe_338,25.097877,121.53927,3.7,3,69
339,Cafe_339,25.067338,121.580677,4.2,4,7
340,Cafe_340,25.074452,121.558892,3.0,5,14
341,Cafe_341,25.070802,121.555524,4.1,1,61
342,Cafe_342,25.064227,121.569666,4.7,3,61
343,Cafe_343,25.084214,121.522532,3.5,2,61
344,Cafe_344,25.024203,121.585111,4.2,1,100
345,Cafe_345,25.053248,121.551643,3.3,3,66
346,Cafe_346,25.04345,121.53794,4.6,3,68
347,Cafe_347,25.025341,121.540866,5.0,1,87
348,Cafe_348,25.033424,121.562404,4.4,4,99
349,Cafe_349,25.035458,121.558829,3.5,5,70
350,Cafe_350,25.026358,121.509767,4.8,2,79
351,Cafe_351,25.093241,121.571989,4.1,4,75
352,Cafe_352,25.075715,121.551547,3.2,5,8
353,Cafe_353,25.064785,121.550613,4.9,5,91
354,Cafe_354,25.075774,121.585741,3.3,2,22
355,Cafe_355,25.042358,121.558014,4.7,4,28
356,Cafe_356,25.095599,121.525902,3.3,3,100
357,Cafe_357,25.056928,121.509516,3.9,3,68
358,Cafe_358,25.079297,121.508087,3.5,4,25
359,Cafe_359,25.061551,121.59668,4.0,2,83
360,Cafe_360,25.047472,121.51318,4.8,4,32
361,Cafe_361,25.029302,121.577808,3.0,1,44
362,Cafe_362,25.03592,121.513633,4.5,3,85
363,Cafe_363,25.095558,121.540035,4.7,1,23
364,Cafe_364,25.075792,121.528155,4.8,4,38
365,Cafe_365,25.092085,121.520167,3.3,5,97
366,Cafe_366,25.041925,121.588413,5.0,2,66
367,Cafe_367,25.083239,121.534534,4.1,5,80
368,Cafe_368,25.08063,121.584431,4.2,5,99
369,Cafe_369,25.079288,121.595519,3.2,5,35
370,Cafe_370,25.024544,121.536615,3.5,1,78
371,Cafe_371,25.023638,121.568393,4.0,5,46
372,Cafe_372,25.05999,121.566676,5.0,2,6
373,Cafe_373,25.094591,121.577296,3.0,2,65
374,Cafe_374,25.062843,121.57078,3.8,5,92
375,Cafe_375,25.061916,121.521629,3.8,1,22
376,Cafe_376,25.098902,121.588136,4.1,4,67
377,Cafe_377,25.063558,121.559358,4.8,4,37
378,Cafe_378,25.058178,121.580129,3.5,3,81
379,Cafe_379,25.082519,121.560428,4.3,2,30
380,Cafe_380,25.062111,121.522654,4.6,2,91
381,Cafe_381,25.069694,121.505453,3.4,2,83
382,Cafe_382,25.072086,121.557902,4.0,2,73
383,Cafe_383,25.039692,121.516411,3.2,5,2
384,Cafe_384,25.072984,121.539421,4.7,3,72
385,Cafe_385,25.079676,121.560433,4.9,2,23
386,Cafe_386,25.058152,121.588501,4.9,1,57
387,Cafe_387,25.024514,121.54635,3.0,3,69
388,Cafe_388,25.03377,121.596055,3.5,1,45
389,Cafe_389,25.074904,121.512527,4.3,1,63
390,Cafe_390,25.076764,121.58557,4.5,1,3
391,Cafe_391,25.084616,121.572365,4.7,1,91
392,Cafe_392,25.02294,121.501475,3.8,5,54
393,Cafe_393,25.095641,121.545163,3.7,2,12
394,Cafe_394,25.093146,121.574325,4.8,3,55
395,Cafe_395,25.07325,121.598927,3.3,3,97
396,Cafe_396,25.048834,121.554734,3.5,3,66
397,Cafe_397,25.035311,121.530356,4.9,5,95
398,Cafe_398,25.063773,121.53543,5.0,2,81
399,Cafe_399,25.033719,121.505454,3.8,3,10
400,Cafe_400,25.037516,121.5106,3.9,4,62
401,Cafe_401,25.06453,121.524586,3.4,3,48
402,Cafe_402,25.081373,121.583965,3.7,2,78
403,Cafe_403,25.07795,121.508552,3.4,3,17
404,Cafe_404,25.09481,121.522612,3.5,3,47
405,Cafe_405,25.031178,121.51479,4.6,3,15
406,Cafe_406,25.03872,121.50839,3.6,1,19
407,Cafe_407,25.065501,121.550035,3.7,2,66
408,Cafe_408,25.02645,121.532882,3.6,2,73
409,Cafe_409,25.038723,121.521462,3.9,5,79
410,Cafe_410,25.06836,121.568183,3.3,5,5
411,Cafe_411,25.065436,121.575281,4.5,5,8
412,Cafe_412,25.05088,121.520551,4.0,4,11
413,Cafe_413,25.065384,121.533978,4.1,4,63
414,Cafe_414,25.072571,121.561182,3.1,4,29
415,Cafe_415,25.085207,121.523266,4.0,1,78
416,Cafe_416,25.072782,121.590547,4.7,5,83
417,Cafe_417,25.035492,121.52645,3.3,2,53
418,Cafe_418,25.074692,121.573058,4.0,5,74
419,Cafe_419,25.06711,121.529975,4.3,5,0
420,Cafe_420,25.041743,121.574662,3.7,2,62
421,Cafe_421,25.088259,121.599531,4.7,4,43
422,Cafe_422,25.080076,121.597492,4.2,5,77
423,Cafe_423,25.021003,121.520317,4.0,2,65
424,Cafe_424,25.036398,121.513203,5.0,3,39
425,Cafe_425,25.072557,121.512565,3.1,4,22
426,Cafe_426,25.025419,121.559992,3.6,2,46
427,Cafe_427,25.021394,121.550348,4.7,1,49
428,Cafe_428,25.035514,121.594007,3.4,1,43
429,Cafe_429,25.034283,121.534661,4.4,5,87
430,Cafe_430,25.045323,121.57173,3.7,5,80
431,Cafe_431,25.099911,121.506068,4.8,5,4
432,Cafe_432,25.04146,121.518137,4.1,5,13
433,Cafe_433,25.0587,121.502778,3.7,1,100
434,Cafe_434,25.067637,121.526522,3.1,2,4
435,Cafe_435,25.067587,121.586896,4.9,3,2
436,Cafe_436,25.091208,121.51434,3.7,2,4
437,Cafe_437,25.084729,121.55133,4.1,2,84
438,Cafe_438,25.079531,121.575424,3.8,5,98
439,Cafe_439,25.096644,121.599852,3.3,5,34
440,Cafe_440,25.053448,121.569791,4.1,4,90
441,Cafe_441,25.069302,121.560544,3.7,3,77
442,Cafe_442,25.073657,121.507093,4.7,2,45
443,Cafe_443,25.080096,121.539654,3.4,1,90
444,Cafe_444,25.052137,121.598618,3.3,4,64
445,Cafe_445,25.087244,121.541408,3.1,2,64
446,Cafe_446,25.036567,121.520209,5.0,5,82
447,Cafe_447,25.080312,121.530091,5.0,1,55
448,Cafe_448,25.095608,121.58846,4.3,5,47
449,Cafe_449,25.036198,121.524496,4.4,2,9
450,Cafe_450,25.021853,121.572225,4.2,3,85
451,Cafe_451,25.037413,121.568558,4.4,5,0
452,Cafe_452,25.065527,121.56653,3.5,1,83
453,Cafe_453,25.067257,121.569883,4.0,5,82
454,Cafe_454,25.086172,121.596308,4.4,2,89
455,Cafe_455,25.071796,121.578365,4.2,2,42
456,Cafe_456,25.090264,121.55374,4.1,4,82
457,Cafe_457,25.05219,121.582039,4.5,1,99
458,Cafe_458,25.099924,121.526203,4.7,5,43
459,Cafe_459,25.021307,121.559385,4.2,1,28
460,Cafe_460,25.05771,121.508087,3.3,3,85
461,Cafe_461,25.086407,121.596553,3.1,2,56
462,Cafe_462,25.033851,121.567709,4.1,4,56
463,Cafe_463,25.024879,121.530145,3.3,2,39
464,Cafe_464,25.069405,121.522362,3.8,5,41
465,Cafe_465,25.031796,121.500348,4.9,4,19
466,Cafe_466,25.077068,121.570417,4.9,3,59
467,Cafe_467,25.0219,121.501236,4.8,5,33
468,Cafe_468,25.053913,121.53954,4.3,2,21
469,Cafe_469,25.052733,121.551763,3.5,5,72
470,Cafe_470,25.030917,121.599822,4.7,4,39
471,Cafe_471,25.051339,121.535123,4.3,3,32
472,Cafe_472,25.035808,121.522926,4.4,1,10
473,Cafe_473,25.064656,121.51193,3.8,1,83
474,Cafe_474,25.05956,121.546116,4.2,4,55
475,Cafe_475,25.072703,121.582071,4.2,4,6
476,Cafe_476,25.040975,121.547685,4.5,2,47
477,Cafe_477,25.057217,121.500583,4.8,4,87
478,Cafe_478,25.067066,121.546611,4.1,2,11
479,Cafe_479,25.045158,121.507683,3.4,1,29
480,Cafe_480,25.035793,121.520831,3.9,2,46
481,Cafe_481,25.044956,121.565448,3.4,2,41
482,Cafe_482,25.084014,121.531798,3.7,2,38
483,Cafe_483,25.076193,121.532757,4.6,3,48
484,Cafe_484,25.09836,121.581144,4.4,3,47
485,Cafe_485,25.083342,121.549935,3.1,3,77
486,Cafe_486,25.052123,121.579021,4.6,2,84
487,Cafe_487,25.05847,121.558719,4.9,4,7
488,Cafe_488,25.040799,121.510403,3.4,2,65
489,Cafe_489,25.099537,121.515848,4.2,5,11
490,Cafe_490,25.063834,121.594554,3.9,5,57
491,Cafe_491,25.046664,121.547583,4.5,2,27
492,Cafe_492,25.06506,121.509359,5.0,1,88
493,Cafe_493,25.075634,121.505255,3.5,3,27
494,Cafe_494,25.057945,121.570331,3.7,3,66
495,Cafe_495,25.065675,121.515342,4.3,4,95
496,Cafe_496,25.071325,121.551681,3.3,2,72
497,Cafe_497,25.025536,121.562236,3.6,3,71
498,Cafe_498,25.060613,121.571658,3.9,1,56
499,Cafe_499,25.098216,121.584398,4.9,4,15
500,Cafe_500,25.084545,121.564506,4.4,3,80
501,Cafe_501,25.086617,121.529136,3.7,3,100
502,Cafe_502,25.078446,121.58066,4.0,3,4
503,Cafe_503,25.026381,121.563079,4.6,4,8
504,Cafe_504,25.045501,121.535405,4.8,2,92
505,Cafe_505,25.032268,121.53926,3.1,4,91
506,Cafe_506,25.076083,121.540789,3.1,5,62
507,Cafe_507,25.024223,121.558866,4.6,5,31
508,Cafe_508,25.0867,121.561036,4.6,5,43
509,Cafe_509,25.082907,121.511754,4.0,1,73
510,Cafe_510,25.024894,121.526982,3.7,1,9
511,Cafe_511,25.071917,121.521214,3.6,4,13
512,Cafe_512,25.045266,121.556119,3.7,3,7
513,Cafe_513,25.023908,121.508057,3.3,5,10
514,Cafe_514,25.068707,121.500966,3.1,3,67
515,Cafe_515,25.081762,121.577289,4.1,2,65
